# DEPTH(m)    AC_TDR_CORRECTED(us/ft)    RHO_TDR_CORRECTED(kg/m3)
1738.0941 131.780945 2125.648452
1738.1941 134.010441 2116.831503
1738.2942 134.064185 2116.622710
1738.3942 134.130213 2116.622710
1738.4941 134.263368 2116.622710
1738.5941 132.768694 2123.105070
1738.6941 130.600324 2132.598033
1738.7942 127.783372 2145.203213
1738.8942 124.413702 2160.791170
1738.9941 120.658824 2178.941286
1739.0941 116.816117 2198.591020
1739.1941 113.343882 2217.705537
1739.2942 110.808233 2233.346526
1739.3942 111.049866 2235.820341
1739.4941 111.823166 2235.820341
1739.5941 112.241724 2235.820341
1739.6941 114.906412 2224.106103
1739.7942 117.614269 2212.394028
1739.8942 118.117151 2211.183467
1739.9941 118.343839 2211.183467
1740.0941 118.550584 2211.183467
1740.1941 116.365482 2222.528785
1740.2942 113.816498 2235.885232
1740.3942 111.476540 2248.475650
1740.4941 109.681487 2258.453224
1740.5941 108.544492 2265.030707
1740.6941 107.983599 2268.495145
1740.7942 108.050774 2268.495145
1740.8942 108.097976 2268.495145
1740.9941 108.290181 2267.610482
1741.0941 108.595445 2266.017085
1741.1941 108.582762 2266.017085
1741.2942 108.550097 2266.017085
1741.3942 108.585458 2265.547621
1741.4941 108.512923 2265.547621
1741.5941 108.571446 2264.743195
1741.6941 109.003972 2261.851634
1741.7942 109.552466 2258.264296
1741.8942 109.546986 2257.493660
1741.9941 109.374711 2257.493660
1742.0941 109.182493 2257.493660
1742.1941 108.017228 2262.513205
1742.2942 106.729764 2268.672285
1742.3942 105.661011 2274.486310
1742.4941 104.937870 2278.462547
1742.5941 104.938893 2278.462547
1742.6941 104.936078 2278.462547
1742.7942 106.050419 2272.354153
1742.8942 107.894917 2262.423175
1742.9941 110.282588 2249.879465
1743.0941 112.876423 2236.624662
1743.1941 115.227410 2224.913912
1743.2942 116.904543 2216.695503
1743.3942 116.874834 2216.695503
1743.4941 116.841317 2216.695503
1743.5941 116.721963 2217.087755
1743.6941 115.661752 2221.991350
1743.7942 114.749678 2226.206532
1743.8942 114.700761 2226.206532
1743.9941 114.648055 2226.206532
1744.0941 115.200512 2223.241525
1744.1941 116.032103 2218.934077
1744.2942 115.967822 2218.934077
1744.3942 115.899697 2218.934077
1744.4941 115.655803 2219.761416
1744.5941 114.192072 2226.494835
1744.6941 112.445465 2234.718623
1744.7942 110.790975 2242.609820
1744.8942 109.548643 2248.501321
1744.9941 109.333188 2248.501321
1745.0941 108.834173 2248.501321
1745.1941 109.099484 2244.727977
1745.2942 110.509205 2235.446150
1745.3942 112.786575 2222.330198
1745.4941 116.003929 2205.380273
1745.5941 120.181863 2184.945573
1745.6941 125.120242 2162.372119
1745.7942 130.356134 2139.887143
1745.8942 135.212673 2120.128856
1745.9941 139.020994 2105.254484
1746.0941 140.966895 2097.737331
1746.1941 140.900343 2097.737331
1746.2942 140.874405 2097.737331
1746.3942 138.794115 2105.409680
1746.4941 136.125404 2115.599218
1746.5941 133.376272 2126.509998
1746.6941 130.974788 2136.485454
1746.7942 129.249021 2144.120947
1746.8942 128.331901 2148.740568
1746.9941 128.110156 2150.709288
1747.0941 128.305992 2151.132920
1747.1941 128.592577 2151.351068
1747.2942 128.694980 2152.497129
1747.3942 128.254099 2155.479605
1747.4941 126.918491 2161.106898
1747.5941 124.868230 2169.852984
1747.6941 122.136738 2181.798371
1747.7942 118.910023 2196.357104
1747.8942 115.510079 2212.256728
1747.9941 112.275881 2227.958770
1748.0941 109.513447 2241.865510
1748.1941 107.495794 2252.368736
1748.2942 107.534930 2252.368736
1748.3942 107.578837 2252.368736
1748.4941 108.227466 2249.272150
1748.5941 111.119859 2234.902885
1748.6941 115.096044 2215.802274
1748.7942 119.740031 2194.466258
1748.8942 124.581789 2173.282726
1748.9941 129.204245 2154.010641
1749.0941 133.295464 2137.696100
1749.1941 136.662489 2124.792516
1749.2942 139.210326 2115.375895
1749.3942 140.877935 2109.453782
1749.4941 140.974218 2109.453782
1749.5941 141.075264 2109.453782
1749.6941 139.472128 2115.879484
1749.7942 136.308453 2128.495861
1749.8942 132.223166 2146.365531
1749.9941 127.524022 2168.107561
1750.0941 122.673408 2191.466781
1750.1941 118.249534 2213.883394
1750.2942 114.634320 2233.227412
1750.3942 111.975558 2248.265198
1750.4941 110.159991 2259.115094
1750.5941 108.964954 2266.647358
1750.6941 109.143538 2266.647358
1750.7942 109.274664 2266.647358
1750.8942 109.573241 2265.499635
1750.9941 112.013250 2252.860987
1751.0941 115.960791 2232.790932
1751.1941 121.329833 2206.663816
1751.2942 127.672297 2177.508801
1751.3942 134.256214 2148.998449
1751.4941 140.346800 2123.980779
1751.5941 145.375917 2104.073912
1751.6941 149.040417 2089.728989
1751.7942 151.197221 2080.918498
1751.8942 150.809477 2080.904555
1751.9941 150.370640 2080.904555
1752.0941 149.884334 2080.904555
1752.1941 148.014394 2085.672286
1752.2942 146.372631 2090.834121
1752.3942 144.989059 2095.554746
1752.4941 143.858520 2099.420919
1752.5941 142.994945 2102.356937
1752.6941 142.357305 2104.494111
1752.7942 141.878606 2106.068052
1752.8942 141.476877 2107.376751
1752.9941 141.058162 2108.767752
1753.0941 140.536410 2110.563484
1753.1941 139.880603 2112.885713
1753.2942 139.154748 2115.500790
1753.3942 138.491863 2117.907468
1753.4941 138.091971 2119.337440
1753.5941 138.071043 2119.337440
1753.6941 138.054069 2119.337440
1753.7942 138.551057 2117.393857
1753.8942 139.295015 2114.540427
1753.9941 140.183947 2111.177501
1754.0941 141.077842 2107.837430
1754.1941 141.636702 2105.775726
1754.2942 141.643534 2105.775726
1754.3942 141.612992 2105.775726
1754.4941 140.247108 2110.335327
1754.5941 138.114199 2117.884627
1754.6941 135.421830 2127.805599
1754.7942 132.468025 2139.070187
1754.8942 129.564844 2150.495574
1754.9941 126.998351 2160.879551
1755.0941 125.021456 2169.050161
1755.1941 124.220138 2172.335223
1755.2942 124.197425 2172.335223
1755.3942 124.190336 2172.335223
1755.4941 125.600856 2166.317985
1755.5941 127.541974 2158.223421
1755.6941 129.664709 2149.596674
1755.7942 131.547087 2142.170053
1755.8942 131.618089 2142.170053
1755.9941 131.704622 2142.170053
1756.0941 131.476753 2143.502000
1756.1941 128.710541 2155.321679
1756.2942 124.810010 2172.417345
1756.3942 120.453103 2192.343658
1756.4941 116.496650 2211.396021
1756.5941 113.712794 2225.625608
1756.6941 113.475634 2227.743039
1756.7942 113.820711 2227.743039
1756.8942 114.415411 2227.743039
1756.9941 116.124328 2222.151060
1757.0941 116.644507 2222.151060
1757.1941 117.124188 2222.151060
1757.2942 117.082303 2224.485493
1757.3942 115.960612 2231.943991
1757.4941 114.823772 2239.398394
1757.5941 114.720194 2241.516565
1757.6941 114.996017 2241.516565
1757.7942 115.231171 2241.516565
1757.8942 116.745520 2234.892923
1757.9941 117.201923 2233.386237
1758.0941 117.314589 2233.386237
1758.1941 117.386553 2233.386237
1758.2942 113.424747 2253.660097
1758.3942 107.283135 2286.682532
1758.4941 100.249782 2327.438991
1758.5941 94.365690 2364.189825
1758.6941 94.233796 2364.189825
1758.7942 94.061029 2364.189825
1758.8942 96.583457 2346.473470
1758.9941 102.317347 2309.891951
1759.0941 107.801499 2277.136920
1759.1941 112.080746 2252.570753
1759.2942 115.005019 2235.785403
1759.3942 116.896486 2224.407643
1759.4941 118.218631 2215.988414
1759.5941 119.363115 2210.155205
1759.6941 119.371164 2210.155205
1759.7942 119.371931 2210.155205
1759.8942 117.394411 2219.540000
1759.9941 114.333622 2234.449838
1760.0941 110.745558 2252.560391
1760.1941 107.326206 2270.479840
1760.2942 104.664554 2284.859729
1760.3942 104.621615 2284.859729
1760.4941 104.571443 2284.859729
1760.5941 104.836996 2283.066333
1760.6941 107.582243 2267.755127
1760.7942 111.016171 2249.349305
1760.8942 114.547813 2231.148045
1760.9941 117.581258 2215.997962
1761.0941 119.244428 2207.688659
1761.1941 119.143274 2207.688659
1761.2942 119.034783 2207.688659
1761.3942 117.023006 2216.662034
1761.4941 114.878067 2226.436182
1761.5941 114.747855 2226.436182
1761.6941 114.610300 2226.436182
1761.7942 116.403389 2217.063827
1761.8942 120.797192 2195.827758
1761.9941 126.622871 2169.350509
1762.0941 133.111276 2141.690758
1762.1941 138.607785 2116.159936
1762.2942 142.219212 2094.941472
1762.3942 144.690588 2079.373669
1762.4941 145.725109 2069.921203
1762.5941 144.214776 2069.921203
1762.6941 142.911939 2069.921203
1762.7942 141.779945 2070.046825
1762.8942 139.723445 2074.038969
1762.9941 138.060047 2077.433384
1763.0941 136.976797 2079.561248
1763.1941 136.564563 2080.086222
1763.2942 136.445692 2080.315889
1763.3942 136.582316 2080.382029
1763.4941 136.885001 2080.594444
1763.5941 136.844833 2082.731578
1763.6941 136.372202 2087.141608
1763.7942 135.388455 2094.181537
1763.8942 133.848203 2104.151285
1763.9941 131.686970 2117.500333
1764.0941 128.838883 2134.814514
1764.1941 125.348855 2156.390884
1764.2942 121.533233 2181.458415
1764.3942 117.738630 2207.632442
1764.4941 113.626424 2231.479105
1764.5941 110.711558 2249.498510
1764.6941 109.337941 2259.814788
1764.7942 109.896490 2259.814788
1764.8942 110.404901 2259.814788
1764.9941 111.206731 2258.007271
1765.0941 112.190507 2254.996839
1765.1941 112.548406 2254.996839
1765.2942 112.856346 2254.996839
1765.3942 113.211147 2254.491844
1765.4941 113.418618 2254.491844
1765.5941 113.836035 2253.141033
1765.6941 114.910450 2248.152314
1765.7942 116.200780 2241.870569
1765.8942 117.313972 2236.309755
1765.9941 117.271085 2236.309755
1766.0941 117.178142 2236.309755
1766.1941 115.950073 2241.764339
1766.2942 113.931794 2251.091394
1766.3942 111.701377 2261.471007
1766.4941 109.686130 2270.663148
1766.5941 108.599829 2274.687564
1766.6941 108.206276 2274.687564
1766.7942 107.762387 2274.687564
1766.8942 108.523360 2267.910538
1766.9941 109.459755 2260.046504
1767.0941 110.266619 2253.011361
1767.1941 111.062826 2247.952270
1767.2942 111.478685 2245.288394
1767.3942 111.381528 2245.288394
1767.4941 111.292442 2245.288394
1767.5941 110.992327 2246.406219
1767.6941 110.645147 2247.808704
1767.7942 110.161914 2249.956724
1767.8942 109.412666 2253.535467
1767.9941 108.445449 2258.327263
1768.0941 107.496204 2263.117403
1768.1941 107.462913 2263.117403
1768.2942 107.437589 2263.117403
1768.3942 107.549250 2262.433766
1768.4941 108.874903 2255.418969
1768.5941 110.463526 2247.204177
1768.6941 111.822124 2240.335206
1768.7942 111.836710 2240.335206
1768.8942 111.859280 2240.335206
1768.9941 111.574801 2241.926224
1769.0941 110.178294 2249.246434
1769.1941 108.543781 2257.975809
1769.2942 106.940275 2266.754270
1769.3942 105.545754 2274.611403
1769.4941 104.418145 2281.175090
1769.5941 103.602507 2286.135486
1769.6941 103.688883 2286.135486
1769.7942 103.783286 2286.135486
1769.8942 104.196454 2284.542735
1769.9941 106.215238 2275.188364
1770.0941 109.361868 2260.104452
1770.1941 113.640439 2239.604728
1770.2942 118.874897 2215.263387
1770.3942 124.593093 2189.857715
1770.4941 130.132839 2166.462926
1770.5941 134.782378 2147.751414
1770.6941 137.922776 2135.639245
1770.7942 138.020977 2135.639245
1770.8942 138.085916 2135.639245
1770.9941 135.591571 2145.783978
1771.0941 131.293020 2163.611402
1771.1941 125.945244 2186.719746
1771.2942 120.177188 2212.948397
1771.3942 114.709870 2239.146897
1771.4941 110.166435 2261.883367
1771.5941 106.944792 2278.330908
1771.6941 105.075842 2287.571482
1771.7942 104.293530 2290.648582
1771.8942 104.025954 2290.648582
1771.9941 103.725428 2290.648582
1772.0941 103.465695 2290.231851
1772.1941 103.357572 2288.776274
1772.2942 103.918002 2283.415576
1772.3942 105.719170 2271.186525
1772.4941 109.032409 2250.967473
1772.5941 113.181640 2224.349264
1772.6941 118.199429 2194.843777
1772.7942 123.553004 2166.296674
1772.8942 128.483991 2141.714912
1772.9941 132.470228 2122.569733
1773.0941 135.289669 2109.039793
1773.1941 137.012999 2100.365664
1773.2942 137.876429 2095.406757
1773.3942 138.144271 2093.085484
1773.4941 137.892736 2093.085484
1773.5941 137.766405 2093.085484
1773.6941 137.551277 2093.854217
1773.7942 137.385562 2094.898216
1773.8942 137.298259 2096.114692
1773.9941 137.231952 2097.711928
1774.0941 137.157849 2099.800021
1774.1941 137.119263 2102.228537
1774.2942 137.253402 2104.497799
1774.3942 138.129954 2104.497799
1774.4941 139.130876 2104.497799
1774.5941 140.487001 2103.650451
1774.6941 142.777957 2099.843786
1774.7942 145.280004 2094.995548
1774.8942 147.079082 2090.291885
1774.9941 147.470699 2090.291885
1775.0941 147.825007 2090.291885
1775.1941 148.091167 2090.473741
1775.2942 146.063114 2098.787418
1775.3942 142.791691 2111.769899
1775.4941 138.557705 2128.761344
1775.5941 133.782411 2148.515561
1775.6941 128.914874 2169.457826
1775.7942 124.347032 2189.943203
1775.8942 120.418820 2208.246537
1775.9941 117.347232 2222.984419
1776.0941 115.187335 2233.490497
1776.1941 113.815102 2240.073105
1776.2942 113.001471 2243.715907
1776.3942 112.470469 2245.752540
1776.4941 111.996278 2247.316824
1776.5941 111.473779 2248.943101
1776.6941 111.230850 2248.943101
1776.7942 110.950429 2248.943101
1776.8942 111.178638 2246.145655
1776.9941 112.163845 2239.353114
1777.0941 113.590743 2230.294353
1777.1941 115.084197 2221.039122
1777.2942 116.416680 2214.002189
1777.3942 116.360621 2214.002189
1777.4941 116.305996 2214.002189
1777.5941 115.012749 2219.934776
1777.6941 113.208855 2228.454365
1777.7942 111.787315 2235.236740
1777.8942 111.738155 2235.236740
1777.9941 111.690424 2235.236740
1778.0941 113.407070 2226.533941
1778.1941 115.807073 2214.739435
1778.2942 118.397433 2202.375100
1778.3942 120.861174 2190.925259
1778.4941 123.151335 2180.537009
1778.5941 125.306875 2170.975991
1778.6941 127.298774 2162.317216
1778.7942 128.966035 2155.180427
1778.8942 130.087676 2150.401081
1778.9941 130.554731 2148.347904
1779.0941 130.579164 2148.114929
1779.1941 130.645959 2147.714671
1779.2942 131.248120 2145.142339
1779.3942 132.620661 2139.494489
1779.4941 134.619609 2131.456758
1779.5941 136.792936 2122.900869
1779.6941 138.514035 2115.792354
1779.7942 138.578567 2112.900761
1779.8942 137.864845 2112.900761
1779.9941 137.225221 2112.900761
1780.0941 135.323957 2117.953152
1780.1941 132.984808 2125.040212
1780.2942 130.418895 2133.430333
1780.3942 127.877465 2142.186173
1780.4941 125.646766 2150.150568
1780.5941 124.016428 2156.066098
1780.6941 123.890387 2156.066098
1780.7942 123.837766 2156.066098
1780.8942 124.102628 2155.051678
1780.9941 125.540855 2149.506477
1781.0941 127.236442 2143.287802
1781.1941 128.832510 2137.847672
1781.2942 129.415181 2136.779835
1781.3942 129.803336 2136.779835
1781.4941 130.264487 2136.779835
1781.5941 129.244999 2143.009101
1781.6941 127.559176 2152.373307
1781.7942 125.296140 2164.701348
1781.8942 122.562587 2179.775784
1781.9941 119.483663 2197.298725
1782.0941 116.165375 2216.628568
1782.1941 112.792104 2236.399706
1782.2942 109.873224 2254.439815
1782.3942 107.805260 2268.366360
1782.4941 106.771712 2276.759657
1782.5941 106.629165 2280.094742
1782.6941 106.934826 2280.695232
1782.7942 107.203611 2281.219240
1782.8942 107.132312 2283.343488
1782.9941 106.696684 2287.224642
1783.0941 106.305057 2290.603512
1783.1941 106.464510 2290.603512
1783.2942 106.572960 2290.603512
1783.3942 108.009325 2282.900121
1783.4941 110.009617 2271.986242
1783.5941 112.004910 2261.085421
1783.6941 113.283156 2253.888674
1783.7942 113.136270 2253.888674
1783.8942 112.938300 2253.888674
1783.9941 111.196512 2261.714148
1784.0941 109.084725 2271.397125
1784.1941 107.268764 2279.379594
1784.2942 106.866542 2279.379594
1784.3942 106.413237 2279.379594
1784.4941 106.958369 2273.649617
1784.5941 108.151502 2264.259098
1784.6941 109.322333 2254.908294
1784.7942 110.078776 2247.603688
1784.8942 110.343652 2244.051315
1784.9941 110.308640 2244.051315
1785.0941 110.278203 2244.051315
1785.1941 109.681359 2246.943150
1785.2942 109.031108 2250.131896
1785.3942 108.471466 2252.876541
1785.4941 108.046460 2254.939543
1785.5941 107.725062 2256.473413
1785.6941 107.388258 2258.096426
1785.7942 106.912049 2260.462839
1785.8942 106.278449 2263.679925
1785.9941 105.611482 2267.101911
1786.0941 105.563122 2267.230338
1786.1941 105.539359 2267.230338
1786.2942 105.516191 2267.230338
1786.3942 106.472633 2262.020904
1786.4941 107.796705 2254.955168
1786.5941 109.232384 2247.429499
1786.6941 110.490660 2240.925497
1786.7942 111.369535 2236.409702
1786.8942 111.491018 2235.705556
1786.9941 111.472129 2235.705556
1787.0941 111.453847 2235.705556
1787.1941 111.015163 2237.811300
1787.2942 110.641080 2239.604728
1787.3942 110.624605 2239.604728
1787.4941 110.608754 2239.604728
1787.5941 110.772511 2238.704604
1787.6941 110.983937 2236.529667
1787.7942 110.989085 2234.071820
1787.8942 110.970751 2231.943991
1787.9941 110.566368 2231.943991
1788.0941 110.204473 2231.943991
1788.1941 109.801907 2232.354879
1788.2942 108.905740 2235.431189
1788.3942 107.795133 2239.821228
1788.4941 106.573263 2245.038667
1788.5941 105.388881 2250.343222
1788.6941 104.558935 2254.086176
1788.7942 104.494494 2254.086176
1788.8942 104.472613 2254.086176
1788.9941 105.933256 2246.661820
1789.0941 108.486388 2234.106624
1789.1941 112.034062 2217.312738
1789.2942 116.340347 2197.839010
1789.3942 121.039192 2177.657525
1789.4941 125.707349 2158.675445
1789.5941 129.920994 2142.492569
1789.6941 133.359287 2130.091248
1789.7942 135.846299 2121.842911
1789.8942 136.848870 2119.547575
1789.9941 137.294540 2119.547575
1790.0941 137.782699 2119.547575
1790.1941 136.895612 2125.001500
1790.2942 135.216290 2133.750273
1790.3942 132.597796 2146.361461
1790.4941 129.007100 2163.276911
1790.5941 124.522818 2184.656504
1790.6941 119.301152 2210.409689
1790.7942 113.588034 2240.022718
1790.8942 107.823261 2271.791587
1790.9941 102.590566 2302.623715
1791.0941 98.514284 2328.293954
1791.1941 96.032517 2344.988781
1791.2942 96.193196 2344.988781
1791.3942 96.313221 2344.988781
1791.4941 97.894526 2335.569278
1791.5941 100.445245 2320.228572
1791.6941 103.319376 2303.266062
1791.7942 106.311853 2286.018347
1791.8942 109.231675 2269.569783
1791.9941 111.785981 2255.387687
1792.0941 113.573700 2245.324080
1792.1941 113.368730 2245.324080
1792.2942 113.123004 2245.324080
1792.3942 112.395624 2247.578068
1792.4941 110.597930 2255.179192
1792.5941 108.907650 2262.126730
1792.6941 108.415579 2262.571470
1792.7942 107.966650 2262.571470
1792.8942 107.477067 2262.571470
1792.9941 107.819160 2258.028247
1793.0941 108.338537 2254.117368
1793.1941 108.727030 2251.716684
1793.2942 108.860324 2250.673297
1793.3942 108.877455 2250.260742
1793.4941 108.915479 2249.771323
1793.5941 109.047331 2248.830047
1793.6941 109.234988 2247.634435
1793.7942 109.295460 2247.122270
1793.8942 109.261769 2247.122270
1793.9941 109.233942 2247.122270
1794.0941 109.071942 2247.839464
1794.1941 109.055762 2247.839464
1794.2942 109.045412 2247.839464
1794.3942 109.044899 2247.818957
1794.4941 109.232220 2246.866406
1794.5941 109.448370 2245.798471
1794.6941 109.634353 2244.916403
1794.7942 109.653181 2244.916403
1794.8942 109.677846 2244.916403
1794.9941 109.643316 2245.247612
1795.0941 109.483614 2246.247819
1795.1941 109.300761 2247.398766
1795.2942 109.097766 2248.686200
1795.3942 108.846609 2250.255587
1795.4941 108.547228 2252.109872
1795.5941 108.262675 2253.925050
1795.6941 108.333985 2253.925050
1795.7942 108.416347 2253.925050
1795.8942 108.801935 2252.933575
1795.9941 109.664925 2249.637470
1796.0941 110.555652 2246.135439
1796.1941 110.746211 2246.135439
1796.2942 110.919572 2246.135439
1796.3942 110.435641 2249.416184
1796.4941 109.152285 2256.792320
1796.5941 107.660665 2265.307742
1796.6941 106.382834 2272.733195
1796.7942 105.603762 2277.448807
1796.8942 105.564398 2278.045819
1796.9941 105.616696 2278.045819
1797.0941 105.594729 2278.358330
1797.1941 105.612508 2278.358330
1797.2942 105.613004 2278.358330
1797.3942 105.561207 2278.550328
1797.4941 105.527158 2278.550328
1797.5941 105.475845 2278.550328
1797.6941 105.613234 2277.421440
1797.7942 105.715297 2276.393629
1797.8942 105.728067 2275.760603
1797.9941 105.689671 2275.313650
1798.0941 105.669012 2274.676683
1798.1941 105.679011 2273.779909
1798.2942 105.506641 2273.779909
1798.3942 105.316978 2273.779909
1798.4941 104.884236 2275.008666
1798.5941 104.302230 2276.961919
1798.6941 103.995334 2276.961919
1798.7942 103.502159 2276.961919
1798.8942 104.253424 2270.345101
1798.9941 105.924543 2259.172922
1799.0941 108.155037 2245.609675
1799.1941 110.363731 2232.746316
1799.2942 111.977690 2223.309465
1799.3942 112.222089 2220.817067
1799.4941 111.991147 2220.817067
1799.5941 111.880579 2220.426329
1799.6941 111.728309 2220.426329
1799.7942 111.615403 2220.426329
1799.8942 113.108938 2212.934174
1799.9941 115.739933 2200.476688
1800.0941 119.099303 2185.283804
1800.1941 122.549070 2170.381855
1800.2942 125.370299 2158.763393
1800.3942 125.493968 2158.763393
1800.4941 125.656901 2158.763393
1800.5941 124.829209 2163.099186
1800.6941 121.375012 2179.024664
1800.7942 116.814377 2200.808666
1800.8942 111.715181 2226.543718
1800.9941 106.708052 2253.582199
1801.0941 102.454298 2278.413178
1801.1941 99.555138 2297.099667
1801.2942 100.033637 2297.099667
1801.3942 100.529716 2297.099667
1801.4941 101.850389 2291.929300
1801.5941 105.617015 2273.145085
1801.6941 109.804057 2252.772861
1801.7942 113.527466 2235.446150
1801.8942 115.411070 2227.551911
1801.9941 115.668623 2227.551911
1802.0941 115.897418 2227.551911
1802.1941 113.534558 2240.289832
1802.2942 110.314993 2257.718948
1802.3942 107.002623 2276.197078
1802.4941 104.313345 2291.759837
1802.5941 102.690310 2301.508972
1802.6941 102.746547 2301.508972
1802.7942 102.774008 2301.508972
1802.8942 103.534664 2297.133951
1802.9941 104.555556 2291.167208
1803.0941 105.447691 2285.834331
1803.1941 106.093025 2281.765952
1803.2942 106.207512 2280.491307
1803.3942 106.062194 2280.491307
1803.4941 105.888255 2280.491307
1803.5941 104.601560 2286.503833
1803.6941 102.479992 2297.179667
1803.7942 99.693505 2311.846485
1803.8942 96.708212 2328.031191
1803.9941 94.151443 2341.913843
1804.0941 93.804918 2341.913843
1804.1941 93.429448 2341.913843
1804.2942 93.418366 2339.634905
1804.3942 95.795569 2323.689657
1804.4941 98.936330 2304.054304
1804.5941 102.344425 2283.809488
1804.6941 105.585780 2265.382357
1804.7942 108.322418 2250.338067
1804.8942 110.247411 2239.916925
1804.9941 110.140862 2239.916925
1805.0941 110.047647 2239.916925
1805.1941 109.427726 2242.645295
1805.2942 107.470120 2252.332486
1805.3942 105.463871 2262.560876
1805.4941 103.922012 2270.587659
1805.5941 103.757487 2271.332314
1805.6941 103.744289 2271.332314
1805.7942 103.744441 2271.332314
1805.8942 104.399948 2267.878379
1805.9941 104.724779 2266.284043
1806.0941 104.764945 2266.284043
1806.1941 104.818470 2266.284043
1806.2942 104.663379 2267.471237
1806.3942 104.743643 2267.471237
1806.4941 104.837164 2267.471237
1806.5941 105.072020 2266.786349
1806.6941 105.486269 2265.217154
1806.7942 105.909934 2263.674615
1806.8942 106.286955 2262.454948
1806.9941 106.598167 2261.655994
1807.0941 106.771713 2261.655994
1807.1941 106.959325 2261.655994
1807.2942 107.069619 2262.100271
1807.3942 107.012517 2263.366737
1807.4941 106.845178 2265.147893
1807.5941 106.603788 2267.257099
1807.6941 106.341416 2269.413803
1807.7942 106.114040 2271.316113
1807.8942 105.950589 2272.803624
1807.9941 105.834972 2273.959123
1808.0941 105.667303 2275.324546
1808.1941 105.275618 2277.843076
1808.2942 104.515893 2282.329918
1808.3942 103.336094 2289.135523
1808.4941 101.844198 2297.745784
1808.5941 100.327251 2306.584609
1808.6941 99.850253 2309.369397
1808.7942 99.835179 2309.369397
1808.8942 99.806032 2309.369397
1808.9941 101.585857 2298.794082
1809.0941 103.783632 2286.040657
1809.1941 105.744320 2274.845365
1809.2942 107.047898 2267.348095
1809.3942 107.632402 2263.701166
1809.4941 107.785949 2262.285515
1809.5941 107.942446 2260.784575
1809.6941 108.417820 2257.540804
1809.7942 109.230050 2252.498224
1809.8942 110.118205 2247.050613
1809.9941 110.779474 2242.746665
1810.0941 111.053706 2240.093261
1810.1941 110.911434 2238.604144
1810.2942 110.723619 2237.425423
1810.3942 110.581719 2236.194845
1810.4941 110.460076 2235.042376
1810.5941 110.308290 2234.216026
1810.6941 110.083221 2233.927661
1810.7942 109.842926 2233.887901
1810.8942 109.630546 2233.882932
1810.9941 109.592248 2233.187714
1811.0941 109.788808 2231.503821
1811.1941 110.203172 2228.925938
1811.2942 110.758396 2225.845196
1811.3942 111.356537 2222.746850
1811.4941 111.893585 2220.132295
1811.5941 111.940490 2220.055204
1811.6941 112.006286 2220.055204
1811.7942 112.107031 2220.055204
1811.8942 111.627691 2223.028068
1811.9941 111.037085 2226.734415
1812.0941 110.532336 2230.220410
1812.1941 110.293565 2232.587718
1812.2942 110.568830 2232.587718
1812.3942 110.879010 2232.587718
1812.4941 111.158749 2232.909930
1812.5941 111.538346 2232.909930
1812.6941 111.932007 2233.014079
1812.7942 112.038598 2234.718623
1812.8942 112.117733 2236.609661
1812.9941 111.920106 2239.745693
1813.0941 110.996130 2246.441994
1813.1941 108.886987 2259.267566
1813.2942 105.430626 2279.649018
1813.3942 100.968865 2306.631273
1813.4941 96.305441 2336.345996
1813.5941 92.438670 2362.602273
1813.6941 90.604653 2376.225217
1813.7942 90.781340 2376.225217
1813.8942 90.926625 2376.225217
1813.9941 93.168407 2362.037049
1814.0941 95.998839 2344.324099
1814.1941 99.052949 2325.703370
1814.2942 102.107683 2307.612322
1814.3942 105.092016 2290.423275
1814.4941 107.959002 2274.323197
1814.5941 110.459639 2260.536660
1814.6941 111.334875 2255.392900
1814.7942 111.197656 2255.392900
1814.8942 111.029037 2255.392900
1814.9941 108.152227 2269.569783
1815.0941 104.503069 2288.338820
1815.1941 101.167430 2305.896854
1815.2942 100.873260 2305.896854
1815.3942 100.547688 2305.896854
1815.4941 101.138083 2300.414186
1815.5941 104.376128 2280.006663
1815.6941 108.095616 2257.776598
1815.7942 111.542316 2238.072081
1815.8942 114.262196 2223.731894
1815.9941 114.921995 2219.814380
1816.0941 114.783608 2219.814380
1816.1941 114.656974 2219.814380
1816.2942 112.445111 2230.028217
1816.3942 109.602083 2243.736228
1816.4941 106.635977 2258.584470
1816.5941 104.023686 2272.083601
1816.6941 102.066177 2282.423980
1816.7942 100.851469 2288.882897
1816.8942 100.807596 2288.882897
1816.9941 100.775586 2288.882897
1817.0941 101.381391 2285.382971
1817.1941 102.963007 2276.612118
1817.2942 105.226453 2264.429271
1817.3942 107.951735 2250.240124
1817.4941 110.712821 2236.364723
1817.5941 112.957721 2225.474399
1817.6941 113.008463 2225.474399
1817.7942 113.071064 2225.474399
1817.8942 112.380501 2229.220924
1817.9941 109.435682 2244.381887
1818.0941 105.655678 2264.556943
1818.1941 101.726545 2286.570837
1818.2942 98.338301 2306.602107
1818.3942 96.020893 2321.124531
1818.4941 96.166170 2321.124531
1818.5941 96.323262 2321.124531
1818.6941 97.281415 2317.843790
1818.7942 99.949317 2305.896854
1818.8942 102.642810 2293.814561
1818.9941 104.896277 2284.192630
1819.0941 106.464326 2278.232203
1819.1941 107.435175 2275.313650
1819.2942 108.258740 2272.933674
1819.3942 109.640801 2267.289213
1819.4941 112.262093 2254.939543
1819.5941 116.426967 2234.902885
1819.6941 121.825514 2209.637263
1819.7942 127.591646 2183.874753
1819.8942 132.477275 2163.039960
1819.9941 132.512393 2162.997661
