# DEPTH(m)    AC_TDR_CORRECTED(us/ft)    RHO_TDR_CORRECTED(kg/m3)
4185.1997 90.455769 2360.109866
4185.2998 90.846758 2357.545961
4185.3999 91.365302 2354.168347
4185.5000 92.003406 2350.045754
4185.6001 92.723071 2345.438767
4185.6997 93.434305 2340.926825
4185.7998 94.009102 2337.304691
4185.8999 94.243449 2335.817687
4186.0000 94.238356 2335.817687
4186.1001 94.232824 2335.817687
4186.1997 94.226867 2335.817687
4186.2998 94.220472 2335.817687
4186.3999 94.228621 2335.724518
4186.5000 94.567331 2333.580563
4186.6001 94.970601 2331.046575
4186.6997 95.367453 2328.562981
4186.7998 95.735866 2326.262934
4186.8999 96.075818 2324.143800
4187.0000 96.296331 2322.752499
4187.1001 96.286404 2322.752499
4187.1997 96.276063 2322.752499
4187.2998 95.716285 2326.080393
4187.3999 94.806040 2331.581820
4187.5000 93.707356 2338.321560
4187.6001 92.659231 2344.836771
4187.6997 91.878699 2349.725693
4187.7998 91.865729 2349.725693
4187.8999 91.852287 2349.725693
4188.0000 91.915406 2349.233226
4188.1001 92.550084 2345.102821
4188.1997 93.309360 2340.223979
4188.2998 94.059741 2335.178301
4188.3999 94.701470 2330.462814
4188.5000 95.212225 2326.640411
4188.6001 95.551883 2323.937867
4188.6997 95.746668 2322.179044
4188.7998 95.880319 2320.847742
4188.8999 96.062639 2319.280382
4189.0000 96.418861 2316.733485
4189.1001 97.109986 2312.271453
4189.1997 98.276127 2305.134528
4189.2998 99.962135 2295.189509
4189.3999 102.063922 2283.193804
4189.5000 104.353611 2270.539137
4189.6001 106.571202 2258.652733
4189.6997 108.392700 2249.148728
4189.7998 109.518064 2243.406131
4189.8999 109.528318 2243.406131
4190.0000 109.547474 2243.406131
4190.1001 108.798533 2247.368036
4190.1997 108.022387 2251.551233
4190.2998 108.009106 2251.856330
4190.3999 108.063828 2251.856330
4190.5000 108.127451 2251.856330
4190.6001 108.828977 2248.614294
4190.6997 108.910187 2248.614294
4190.7998 109.000263 2248.614294
4190.8999 108.802451 2250.142202
4191.0000 107.727542 2256.280088
4191.1001 106.303535 2264.402677
4191.1997 104.804777 2273.096289
4191.2998 103.456739 2280.910278
4191.3999 102.526831 2286.442421
4191.5000 102.588546 2286.442421
4191.6001 102.644885 2286.442421
4191.6997 103.694729 2280.899248
4191.7998 105.502220 2271.283713
4191.8999 107.794457 2259.283342
4192.0000 110.296319 2246.493107
4192.1001 112.686804 2234.584210
4192.1997 114.614862 2225.206252
4192.2998 115.854566 2219.294646
4192.3999 115.905950 2219.111921
4192.5000 115.913958 2219.111921
4192.6001 115.916589 2219.111921
4192.6997 115.349861 2221.831698
4192.7998 114.692778 2224.982107
4192.8999 113.986309 2228.370910
4193.0000 113.196463 2232.171665
4193.1001 112.276241 2236.629662
4193.1997 111.227725 2241.754223
4193.2998 110.092856 2247.352672
4193.3999 108.935533 2253.109908
4193.5000 107.809833 2258.747268
4193.6001 106.793758 2263.844569
4193.6997 105.983456 2267.867660
4193.7998 105.390800 2270.722470
4193.8999 104.933623 2272.830714
4194.0000 104.459466 2274.731090
4194.1001 104.123099 2274.731090
4194.1997 103.788510 2274.731090
4194.2998 103.524745 2274.491749
4194.3999 104.243098 2269.085881
4194.5000 105.695387 2260.004365
4194.6001 107.684611 2248.475650
4194.6997 109.650226 2237.490548
4194.7998 110.635664 2231.721379
4194.8999 110.488558 2231.721379
4195.0000 110.368387 2231.721379
4195.1001 108.578151 2240.194056
4195.1997 106.554970 2250.167969
4195.2998 105.234613 2256.818469
4195.3999 105.222047 2256.818469
4195.5000 105.236415 2256.818469
4195.6001 106.886719 2248.480784
4195.6997 108.954743 2238.327995
4195.7998 110.841589 2229.422610
4195.8999 111.497563 2226.802890
4196.0000 111.646472 2226.802890
4196.1001 111.822316 2226.802890
4196.1997 111.342544 2230.151408
4196.2998 111.265595 2231.662034
4196.3999 111.470109 2231.919251
4196.5000 111.749558 2231.939043
4196.6001 111.609942 2234.171268
4196.6997 110.313374 2242.366644
4196.7998 107.691086 2257.572236
4196.8999 103.960128 2278.243169
4197.0000 100.143156 2300.149524
4197.1001 97.143954 2318.214483
4197.1997 95.927331 2326.019562
4197.2998 96.001490 2326.019562
4197.3999 96.072610 2326.019562
4197.5000 97.283498 2319.118543
4197.6001 97.348154 2319.118543
4197.6997 97.409431 2319.118543
4197.7998 97.388491 2319.592230
4197.8999 95.765470 2329.769397
4198.0000 93.740217 2342.682264
4198.1001 91.664733 2356.265973
4198.1997 89.834910 2368.591593
4198.2998 88.393870 2378.572766
4198.3999 87.348708 2386.003369
4198.5000 86.603315 2391.429620
4198.6001 86.042691 2395.591201
4198.6997 85.600768 2398.922560
4198.7998 85.258627 2401.541599
4198.8999 85.110325 2402.763476
4199.0000 85.129791 2402.763476
4199.1001 85.146027 2402.763476
4199.1997 85.576004 2399.789246
4199.2998 86.280763 2394.872800
4199.3999 87.246320 2388.170642
4199.5000 88.404646 2380.221606
4199.6001 89.606741 2372.087679
4199.6997 90.656618 2365.074842
4199.7998 91.241277 2361.183923
4199.8999 91.231694 2361.183923
4200.0000 91.218880 2361.183923
4200.1001 90.403482 2366.485039
4200.1997 89.401270 2373.922883
4200.2998 88.357303 2382.081690
4200.3999 87.443091 2389.393635
4200.5000 86.813218 2394.725028
4200.6001 86.489686 2397.852022
4200.6997 86.381248 2399.377019
4200.7998 86.350202 2400.265879
4200.8999 86.297754 2401.220568
4201.0000 86.199645 2402.413030
4201.1001 86.049876 2403.888059
4201.1997 85.972360 2404.756574
4201.2998 86.003237 2404.756574
4201.3999 86.021552 2404.756574
4201.5000 86.447207 2401.748599
4201.6001 87.176203 2396.522498
4201.6997 88.152609 2389.539770
4201.7998 89.259407 2381.677598
4201.8999 90.333486 2374.077822
4202.0000 91.244905 2367.593633
4202.1001 91.973665 2362.313004
4202.1997 92.630992 2357.474398
4202.2998 93.393713 2351.925702
4202.3999 94.428556 2344.634167
4202.5000 95.789739 2335.345822
4202.6001 97.386262 2324.731817
4202.6997 99.005512 2314.147148
4202.7998 100.458154 2304.692840
4202.8999 101.674761 2296.699872
4203.0000 102.807708 2289.242230
4203.1001 104.136995 2280.750362
4203.1997 105.912167 2269.941124
4203.2998 108.224731 2256.499545
4203.3999 110.886584 2241.567120
4203.5000 113.340804 2227.380455
4203.6001 115.218053 2216.251052
4203.6997 116.215343 2209.679618
4203.7998 115.860617 2209.679618
4203.8999 115.539071 2209.679618
4204.0000 114.712650 2212.223593
4204.1001 113.939354 2214.691834
4204.1997 113.720673 2214.691834
4204.2998 113.535976 2214.691834
4204.3999 113.964885 2211.939680
4204.5000 113.847919 2211.939680
4204.6001 113.765077 2211.939680
4204.6997 113.483426 2213.043231
4204.7998 111.947759 2220.315441
4204.8999 109.746122 2231.152984
4205.0000 107.215611 2244.102157
4205.1001 104.848225 2256.760942
4205.1997 103.086603 2266.716848
4205.2998 102.962965 2268.210793
4205.3999 103.152783 2268.210793
4205.5000 103.376727 2268.210793
4205.6001 105.276796 2259.488480
4205.6997 107.656203 2248.634837
4205.7998 110.216594 2237.300209
4205.8999 112.694868 2226.817564
4206.0000 114.843266 2218.319381
4206.1001 116.469790 2212.607165
4206.1997 116.822440 2212.607165
4206.2998 116.999432 2212.607165
4206.3999 116.220834 2217.087755
4206.5000 114.456901 2226.343331
4206.6001 112.085633 2238.774940
4206.6997 109.427738 2252.980245
4206.7998 106.817560 2267.326682
4206.8999 104.566350 2280.094742
4207.0000 102.883806 2289.950491
4207.1001 101.827926 2296.363172
4207.1997 101.492574 2298.644998
4207.2998 101.543938 2298.644998
4207.3999 101.583116 2298.644998
4207.5000 102.246960 2295.007461
4207.6001 103.195469 2289.725528
4207.6997 104.355659 2283.260324
4207.7998 105.646565 2276.104292
4207.8999 106.970132 2268.817270
4208.0000 108.268365 2261.714148
4208.1001 109.533262 2254.830180
4208.1997 110.738994 2248.290858
4208.2998 111.842443 2242.300807
4208.3999 112.787398 2237.119964
4208.5000 113.499019 2233.093446
4208.6001 113.911305 2230.516255
4208.6997 114.044579 2229.265189
4208.7998 114.017570 2228.744127
4208.8999 113.995914 2228.135355
4209.0000 114.187642 2226.729524
4209.1001 114.680958 2224.295758
4209.1997 115.342572 2221.063265
4209.2998 116.083521 2217.470774
4209.3999 116.752788 2214.244632
4209.5000 116.745387 2214.244632
4209.6001 116.737318 2214.244632
4209.6997 116.259605 2216.480390
4209.7998 114.922226 2222.872891
4209.8999 113.012157 2232.181567
4210.0000 110.665420 2243.898826
4210.1001 108.096016 2257.090518
4210.1997 105.617974 2270.183467
4210.2998 103.527268 2281.517366
4210.3999 102.088863 2289.455717
4210.5000 102.074790 2289.455717
4210.6001 102.060049 2289.455717
4210.6997 103.411680 2281.837792
4210.7998 105.743646 2269.042893
4210.8999 108.559904 2254.070580
4211.0000 111.429495 2239.307839
4211.1001 113.925418 2226.837131
4211.1997 115.648722 2218.396172
4211.2998 115.629360 2218.396172
4211.3999 115.609282 2218.396172
4211.5000 115.150537 2220.503484
4211.6001 114.115124 2225.420757
4211.6997 114.091400 2225.420757
4211.7998 114.059003 2225.420757
4211.8999 114.076515 2225.177009
4212.0000 115.261334 2219.289836
4212.1001 116.651460 2212.512425
4212.1997 117.957961 2206.233996
4212.2998 119.070764 2200.942450
4212.3999 119.993804 2196.585468
4212.5000 120.638151 2193.539760
4212.6001 120.614804 2193.539760
4212.6997 120.592817 2193.539760
4212.7998 120.567131 2193.562444
4212.8999 119.309698 2199.215614
4213.0000 119.286572 2199.238594
4213.1001 116.987753 2209.853783
4213.1997 113.737277 2225.352494
4213.2998 109.782103 2244.992814
4213.3999 105.578197 2266.866556
4213.5000 101.669599 2288.198699
4213.6001 98.472307 2306.415489
4213.6997 96.201342 2319.796245
4213.7998 94.834679 2328.025082
4213.8999 94.384301 2330.745386
4214.0000 94.379230 2330.745386
4214.1001 94.375466 2330.745386
4214.1997 94.722013 2328.605795
4214.2998 95.042861 2326.640411
4214.3999 95.255010 2325.350948
4214.5000 95.342522 2324.725751
4214.6001 95.347441 2324.119568
4214.6997 95.517784 2322.498884
4214.7998 96.016933 2318.962751
4214.8999 96.917688 2313.122561
4215.0000 98.176285 2305.320629
4215.1001 99.628725 2296.591416
4215.1997 101.081127 2288.075428
4215.2998 102.410336 2280.441718
4215.3999 103.574260 2273.877653
4215.5000 104.648026 2267.937338
4215.6001 105.763636 2261.899235
4215.6997 107.002097 2255.345980
4215.7998 108.365364 2248.290858
4215.8999 109.675458 2241.658133
4216.0000 110.265394 2238.769915
4216.1001 110.291173 2238.769915
4216.1997 110.325694 2238.769915
4216.2998 109.097020 2245.206835
4216.3999 107.565283 2253.353777
4216.5000 106.246389 2260.573575
4216.6001 106.316337 2260.573575
4216.6997 106.394917 2260.573575
4216.7998 107.189303 2256.860312
4216.8999 109.267735 2246.610688
4217.0000 111.735010 2234.693729
4217.1001 114.062128 2223.809626
4217.1997 115.121767 2219.280217
4217.2998 115.253212 2219.280217
4217.3999 115.358973 2219.280217
4217.5000 113.297142 2229.383250
4217.6001 110.575620 2243.025551
4217.6997 107.887623 2256.917853
4217.7998 105.843173 2267.787276
4217.8999 105.851292 2267.787276
4218.0000 105.858956 2267.787276
4218.1001 106.091166 2266.583222
4218.1997 107.597906 2258.636979
4218.2998 109.093194 2250.884878
4218.3999 110.265045 2244.906216
4218.5000 111.062441 2240.890158
4218.6001 111.712383 2237.645883
4218.6997 112.571861 2233.381273
4218.7998 113.882886 2226.939871
4218.8999 115.625468 2218.511382
4219.0000 117.519596 2209.524339
4219.1001 119.140270 2201.977188
4219.1997 119.207486 2201.676679
4219.2998 119.209249 2201.676679
4219.3999 119.210563 2201.676679
4219.5000 117.349423 2210.367265
4219.6001 114.813828 2222.485185
4219.6997 111.976781 2236.444688
4219.7998 109.207282 2250.503072
4219.8999 106.915328 2262.476132
4220.0000 105.419919 2270.458279
4220.1001 105.009281 2272.668194
4220.1997 105.009141 2272.668194
4220.2998 105.009699 2272.668194
4220.3999 105.010668 2272.668194
4220.5000 105.012048 2272.668194
4220.6001 104.775838 2273.959123
4220.6997 104.390032 2276.071549
4220.7998 104.084635 2277.755431
4220.8999 103.928655 2278.627151
4221.0000 103.870085 2278.967519
4221.1001 103.807925 2279.330125
4221.1997 103.812165 2279.330125
4221.2998 103.816813 2279.330125
4221.3999 103.928883 2278.742408
4221.5000 104.440363 2275.973333
4221.6001 105.263254 2271.537579
4221.6997 106.308539 2265.958375
4221.7998 107.399233 2260.209831
4221.8999 108.310353 2255.471111
4222.0000 108.732883 2253.312258
4222.1001 108.740824 2253.312258
4222.1997 108.749154 2253.312258
4222.2998 108.353893 2255.413755
4222.3999 108.363063 2255.413755
4222.5000 108.372644 2255.413755
4222.6001 109.047636 2251.959799
4222.6997 110.033011 2246.943150
4222.7998 111.016795 2241.992006
4222.8999 111.145016 2241.400311
4223.0000 111.197937 2241.400311
4223.1001 111.325046 2241.400311
4223.1997 110.246512 2247.490970
4223.2998 108.756587 2255.752784
4223.3999 107.134515 2264.817718
4223.5000 105.707009 2272.955353
4223.6001 104.767068 2278.500950
4223.6997 104.833544 2278.500950
4223.7998 104.889629 2278.500950
4223.8999 105.161437 2277.262744
4224.0000 105.764810 2274.165577
4224.1001 106.291749 2271.445739
4224.1997 106.658235 2269.548266
4224.2998 106.844329 2268.570287
4224.3999 106.913017 2268.167887
4224.5000 107.023270 2267.487302
4224.6001 107.355089 2265.568950
4224.6997 108.040585 2261.730010
4224.7998 109.063689 2256.102511
4224.8999 110.173257 2250.044301
4225.0000 110.422390 2248.408911
4225.1001 110.343088 2248.408911
4225.1997 110.253594 2248.408911
4225.2998 109.014708 2254.294165
4225.3999 107.717155 2260.510294
4225.5000 106.748168 2265.004077
4225.6001 106.616746 2265.004077
4225.6997 106.475262 2265.004077
4225.7998 106.642582 2263.281842
4225.8999 107.457104 2257.996783
4226.0000 108.630877 2250.941660
4226.1001 109.967278 2243.223412
4226.1997 111.110690 2236.654665
4226.2998 111.010686 2236.404704
4226.3999 110.870916 2236.404704
4226.5000 110.741773 2236.404704
4226.6001 109.719257 2240.945691
4226.6997 108.757620 2245.278198
4226.7998 107.879567 2249.277293
4226.8999 106.814880 2254.335775
4227.0000 105.145821 2262.698619
4227.1001 102.546389 2276.328103
4227.1997 99.016703 2295.707602
4227.2998 94.901601 2319.502253
4227.3999 90.812998 2344.482271
4227.5000 87.359022 2366.710530
4227.6001 84.859674 2383.502151
4227.6997 83.268939 2394.549168
4227.7998 82.240788 2401.898552
4227.8999 81.375268 2408.260872
4228.0000 80.431376 2415.361544
4228.1001 79.443111 2422.978308
4228.1997 78.641328 2429.384356
4228.2998 78.213127 2433.102840
4228.3999 78.125691 2434.323221
4228.5000 78.129883 2434.926914
4228.6001 77.844701 2437.833562
4228.6997 76.943869 2445.626069
4228.7998 75.316620 2459.434086
4228.8999 73.131267 2478.371320
4229.0000 70.754542 2499.819405
4229.1001 68.553440 2520.526524
4229.1997 66.749159 2537.334754
4229.2998 65.609227 2548.150452
4229.3999 65.609541 2548.150452
4229.5000 65.611106 2548.150452
4229.6001 66.746920 2537.391130
4229.6997 68.537972 2520.872000
4229.7998 70.740268 2501.277956
4229.8999 72.888826 2482.885906
4230.0000 74.182634 2472.162103
4230.1001 74.191692 2472.162103
4230.1997 74.201972 2472.162103
4230.2998 72.741496 2484.456311
4230.3999 71.134298 2498.347706
4230.5000 71.148349 2498.347706
4230.6001 71.163651 2498.347706
4230.6997 71.660159 2494.191226
4230.7998 74.324912 2471.873464
4230.8999 77.813957 2444.065382
4231.0000 81.609252 2415.508448
4231.1001 85.269797 2389.491053
4231.1997 88.465533 2367.906101
4231.2998 91.050514 2351.174104
4231.3999 92.997803 2338.996534
4231.5000 94.352342 2330.763821
4231.6001 95.211131 2325.685135
4231.6997 95.592095 2323.550475
4231.7998 95.622304 2323.550475
4231.8999 95.653836 2323.550475
4232.0000 95.420619 2325.162693
4232.1001 95.127651 2327.152320
4232.1997 94.760843 2329.609995
4232.2998 94.271280 2332.845461
4232.3999 93.632056 2337.043033
4232.5000 92.849082 2342.190833
4232.6001 91.884359 2348.562510
4232.6997 90.664779 2356.681425
4232.7998 89.071609 2367.427510
4232.8999 87.037085 2381.479102
4233.0000 84.574840 2398.993541
4233.1001 81.848412 2419.106827
4233.1997 79.134691 2439.976687
4233.2998 76.720796 2459.345665
4233.3999 74.944834 2474.179022
4233.5000 74.984690 2474.179022
4233.6001 75.022364 2474.179022
4233.6997 75.122771 2473.640924
4233.7998 76.552005 2462.223488
4233.8999 78.099144 2450.117308
4234.0000 79.443101 2439.853086
4234.1001 80.438877 2432.425325
4234.1997 81.069412 2427.837066
4234.2998 81.339775 2425.971789
4234.3999 81.360015 2425.971789
4234.5000 81.378074 2425.971789
4234.6001 81.037950 2428.651610
4234.6997 80.589614 2432.151542
4234.7998 80.212106 2435.118112
4234.8999 80.221448 2435.118112
4235.0000 80.228607 2435.118112
4235.1001 80.330585 2434.376682
4235.1997 80.615378 2432.227578
4235.2998 80.808998 2430.762190
4235.3999 80.880441 2430.209073
4235.5000 80.915702 2429.913830
4235.6001 81.103781 2428.447846
4235.6997 81.645703 2424.315607
4235.7998 82.620451 2417.002063
4235.8999 83.920996 2407.422134
4236.0000 85.282358 2397.582991
4236.1001 86.339539 2390.041142
4236.1997 86.320589 2390.041142
4236.2998 86.299466 2390.041142
4236.3999 85.264111 2397.144369
4236.5000 83.374575 2410.509518
4236.6001 80.930297 2428.425210
4236.6997 78.174986 2449.549706
4236.7998 75.393908 2471.856976
4236.8999 72.976853 2492.091548
4237.0000 71.299855 2506.606646
4237.1001 71.289915 2506.606646
4237.1997 71.281052 2506.606646
4237.2998 72.365242 2497.045085
4237.3999 74.282468 2480.631869
4237.5000 76.331752 2463.680895
4237.6001 78.132092 2449.258277
4237.6997 79.469498 2438.811447
4237.7998 80.364956 2431.938706
4237.8999 80.917463 2427.746645
4238.0000 81.232028 2425.379110
4238.1001 81.431650 2423.889363
4238.1997 81.605324 2422.605420
4238.2998 81.786050 2421.280261
4238.3999 81.893839 2420.507686
4238.5000 81.898685 2420.507686
4238.6001 81.904588 2420.507686
4238.6997 81.538529 2423.284291
4238.7998 79.160524 2441.431348
4238.8999 78.465594 2446.917395
4239.0000 78.475721 2446.917395
4239.1001 78.486906 2446.917395
4239.1997 78.643115 2445.790231
4239.2998 79.254378 2441.136971
4239.3999 79.929729 2436.044573
4239.5000 80.546137 2431.460166
4239.6001 81.005603 2428.108429
4239.6997 81.023081 2428.108429
4239.7998 81.041611 2428.108429
4239.8999 81.033244 2428.319594
4240.0000 80.725934 2430.800098
4240.1001 80.376681 2433.621128
4240.1997 80.059427 2436.220876
4240.2998 79.799225 2438.403115
4240.3999 79.551139 2440.510075
4240.5000 79.263640 2443.356916
4240.6001 78.856270 2447.733076
4240.6997 78.207056 2453.997709
4240.7998 77.352689 2461.924443
4240.8999 76.431483 2470.457455
4241.0000 75.683085 2477.620089
4241.1001 75.790495 2477.620089
4241.1997 75.888484 2477.620089
4241.2998 76.498320 2473.293541
4241.3999 77.632202 2464.654900
4241.5000 78.716892 2456.484581
4241.6001 79.455391 2451.104292
4241.6997 79.507583 2451.104292
4241.7998 79.550622 2451.104292
4241.8999 79.513593 2451.665785
4242.0000 79.538371 2451.665785
4242.1001 79.553959 2451.665785
4242.1997 79.637354 2451.056871
4242.2998 79.634596 2451.056871
4242.3999 79.622655 2451.056871
4242.5000 79.575522 2451.262394
4242.6001 79.341198 2452.877954
4242.6997 79.075796 2454.673975
4242.7998 78.823241 2456.300823
4242.8999 78.765388 2456.300823
4243.0000 78.698344 2456.300823
4243.1001 78.889108 2454.172653
4243.1997 79.347909 2449.864959
4243.2998 79.927557 2444.579859
4243.3999 80.411793 2440.015319
4243.5000 80.298837 2440.015319
4243.6001 80.176689 2440.015319
4243.6997 79.274693 2446.009198
4243.7998 77.837544 2456.260885
4243.8999 76.108868 2469.037295
4244.0000 74.435001 2481.614649
4244.1001 73.633942 2486.965729
4244.1997 73.457149 2486.965729
4244.2998 73.271203 2486.965729
4244.3999 74.847735 2472.426149
4244.5000 77.318057 2451.610398
4244.6001 80.236343 2428.289422
4244.6997 83.106283 2406.419016
4244.7998 85.526623 2388.642791
4244.8999 87.197146 2376.584062
4245.0000 88.005088 2370.587154
4245.1001 87.926450 2370.587154
4245.1997 87.852409 2370.587154
4245.2998 87.449770 2372.819565
4245.3999 87.158368 2374.340660
4245.5000 87.009386 2374.934266
4245.6001 86.912824 2375.204332
4245.6997 86.758804 2375.893696
4245.7998 86.470185 2377.526472
4245.8999 86.046859 2380.112415
4246.0000 85.594952 2382.938950
4246.1001 85.237465 2385.161275
4246.1997 85.042466 2386.300527
4246.2998 84.981867 2386.542536
4246.3999 84.958617 2386.556369
4246.5000 84.874786 2387.020000
4246.6001 84.695374 2388.177582
4246.6997 84.443395 2389.873959
4246.7998 84.166817 2391.779119
4246.8999 83.931642 2393.432207
4247.0000 83.936887 2393.432207
4247.1001 83.946551 2393.432207
4247.1997 84.265592 2391.296878
4247.2998 84.919034 2386.881556
4247.3999 85.900935 2380.289863
4247.5000 87.165255 2371.919974
4247.6001 88.560995 2362.858818
4247.6997 89.860056 2354.620747
4247.7998 90.847519 2348.536978
4247.8999 90.890023 2348.536978
4248.0000 90.877437 2348.536978
4248.1001 90.766844 2349.022326
4248.1997 90.124312 2352.942590
4248.2998 90.095757 2352.942590
4248.3999 90.070113 2352.942590
4248.5000 90.073457 2352.775103
4248.6001 90.882790 2347.465879
4248.6997 91.781147 2341.674756
4248.7998 92.465481 2337.304691
4248.8999 92.454764 2337.304691
4249.0000 92.447034 2337.304691
4249.1001 92.056294 2339.716328
4249.1997 91.498540 2343.212074
4249.2998 91.499763 2343.212074
4249.3999 91.503972 2343.212074
4249.5000 91.952170 2340.437232
4249.6001 93.180355 2332.857807
4249.6997 94.701491 2323.641241
4249.7998 96.185603 2314.841364
4249.8999 96.694739 2311.940889
4250.0000 96.716863 2311.940889
4250.1001 96.741975 2311.940889
4250.1997 95.126000 2321.744897
4250.2998 92.968001 2335.128676
4250.3999 90.730063 2349.437825
4250.5000 88.831113 2361.984505
4250.6001 87.529152 2370.881525
4250.6997 86.879066 2375.542130
4250.7998 86.660957 2377.329699
4250.8999 86.502945 2378.736032
4251.0000 86.080922 2381.972071
4251.1001 85.265887 2387.969427
4251.1997 84.132691 2396.303621
4251.2998 82.862042 2405.662648
4251.3999 81.687136 2414.187913
4251.5000 80.863309 2420.247961
4251.6001 80.456649 2423.269361
4251.6997 80.371155 2423.911787
4251.7998 80.368824 2423.941688
4251.8999 80.362663 2424.008972
4252.0000 80.304671 2424.472739
4252.1001 80.144846 2425.709120
4252.1997 79.890172 2427.671308
4252.2998 79.587661 2430.012225
4252.3999 79.297335 2432.280810
4252.5000 79.062177 2434.147602
4252.6001 78.909188 2435.401223
4252.6997 78.921334 2435.401223
4252.7998 78.934643 2435.401223
4252.8999 79.009151 2434.942207
4253.0000 79.024828 2434.942207
4253.1001 79.041673 2434.942207
4253.1997 78.849639 2436.550659
4253.2998 78.480769 2439.536501
4253.3999 77.935112 2443.925165
4253.5000 77.265623 2449.337024
4253.6001 76.610303 2454.705822
4253.6997 76.116089 2458.847586
4253.7998 76.141039 2458.847586
4253.8999 76.167217 2458.847586
4254.0000 76.279563 2458.165554
4254.1001 77.063077 2452.148709
4254.1997 78.274683 2442.874812
4254.2998 79.927453 2430.428729
4254.3999 81.973466 2415.405610
4254.5000 84.281646 2398.979344
4254.6001 86.603995 2383.007597
4254.6997 88.563422 2369.978919
4254.7998 89.196011 2366.014506
4254.8999 89.233859 2366.014506
4255.0000 89.272874 2366.014506
4255.1001 87.591219 2378.049331
4255.1997 85.331613 2395.217780
4255.2998 82.730122 2415.457027
4255.3999 80.193608 2435.998591
4255.5000 78.072518 2454.037463
4255.6001 76.571853 2467.572168
4255.6997 75.734216 2475.846699
4255.7998 75.385051 2480.053193
4255.8999 75.235718 2482.515137
4256.0000 74.963810 2485.929907
4256.1001 74.341327 2492.271911
4256.1997 73.338015 2501.916865
4256.2998 72.151177 2513.289910
4256.3999 71.115026 2523.443214
4256.5000 71.023299 2524.962915
4256.6001 71.085997 2524.962915
4256.6997 71.137012 2524.962915
4256.7998 72.020499 2517.283354
4256.8999 72.954530 2509.167979
4257.0000 73.744985 2502.337414
4257.1001 74.286865 2497.652552
4257.1997 74.280205 2497.652552
4257.2998 74.262019 2497.652552
4257.3999 73.753230 2501.829295
4257.5000 72.701867 2510.752078
4257.6001 71.327928 2522.666822
4257.6997 69.952595 2534.776259
4257.7998 69.876734 2534.776259
4257.8999 69.789128 2534.776259
4258.0000 70.268946 2529.392376
4258.1001 72.681189 2506.580126
4258.1997 75.859181 2478.229334
4258.2998 79.214647 2449.920149
4258.3999 82.111222 2426.505068
4258.5000 84.051222 2410.996897
4258.6001 83.882646 2410.996897
4258.6997 83.702964 2410.996897
4258.7998 83.189756 2413.346124
4258.8999 81.283512 2425.964282
4259.0000 79.007694 2441.687136
4259.1001 76.683955 2458.743214
4259.1997 74.679458 2475.024604
4259.2998 73.117989 2488.131484
4259.3999 73.115496 2488.131484
4259.5000 73.112985 2488.131484
4259.6001 73.606456 2483.923844
4259.6997 75.931915 2464.638651
4259.7998 79.305357 2437.948958
4259.8999 83.389774 2407.479931
4260.0000 87.571174 2378.164845
4260.1001 91.125556 2354.588418
4260.1997 93.393927 2340.129928
4260.2998 93.404279 2340.048433
4260.3999 93.401608 2340.048433
4260.5000 93.398918 2340.048433
4260.6001 92.813211 2343.717213
4260.6997 90.155493 2360.797243
4260.7998 86.566757 2384.892394
4260.8999 82.787996 2411.652362
4261.0000 79.555218 2435.784067
4261.1001 77.350421 2452.949351
4261.1997 77.261614 2453.632118
4261.2998 77.258789 2453.632118
4261.3999 77.255939 2453.632118
4261.5000 78.146072 2446.588371
4261.6001 78.143186 2446.588371
4261.6997 78.140290 2446.588371
4261.7998 76.731376 2457.724743
4261.8999 74.507437 2475.846699
4262.0000 71.915481 2497.843623
4262.1001 69.532506 2518.956687
4262.1997 68.148521 2531.626386
4262.2998 68.145518 2531.626386
4262.3999 68.142490 2531.626386
4262.5000 69.834444 2516.119826
4262.6001 72.092381 2496.152583
4262.6997 74.452307 2476.104403
4262.7998 76.553215 2458.911826
4262.8999 78.174926 2446.017020
4263.0000 79.196066 2437.126395
4263.1001 79.755347 2431.422207
4263.1997 80.006458 2428.183834
4263.2998 79.839930 2428.183834
4263.3999 79.683372 2428.183834
4263.5000 79.208220 2430.671223
4263.6001 78.624471 2434.078900
4263.6997 78.344423 2435.263473
4263.7998 78.229737 2435.263473
4263.8999 78.125150 2435.263473
4264.0000 78.629968 2430.701544
4264.1001 79.365191 2424.532612
4264.1997 80.237985 2417.503421
4264.2998 81.194139 2410.044421
4264.3999 82.163524 2402.677629
4264.5000 83.027313 2396.240095
4264.6001 83.661507 2391.562400
4264.6997 83.640141 2391.562400
4264.7998 83.629137 2391.562400
4264.8999 83.511493 2392.380854
4265.0000 82.859253 2397.038311
4265.1001 82.091417 2402.641864
4265.1997 81.323893 2408.383913
4265.2998 80.639730 2413.660708
4265.3999 80.075057 2418.189944
4265.5000 79.599788 2422.173228
4265.6001 79.157924 2426.016832
4265.6997 78.707241 2430.034934
4265.7998 78.242919 2434.269765
4265.8999 77.789216 2438.541755
4266.0000 77.367919 2442.680550
4266.1001 76.975025 2446.713687
4266.1997 76.565183 2450.993651
4266.2998 76.083703 2455.965443
4266.3999 75.531971 2461.641731
4266.5000 74.953645 2467.686602
4266.6001 74.423722 2473.492016
4266.6997 73.975722 2478.764083
4266.7998 73.539074 2483.822486
4266.8999 72.968091 2489.410997
4267.0000 72.248586 2496.273800
4267.1001 71.314737 2505.079628
