center_index,center_time_s,window_start_s,window_end_s,r_energy,s_energy,data_scale,peak_lag_ms,edge_energy_ratio,side_lobe_ratio,wavelet_l2,effective_rank,effective_rank_ratio,condition_ratio,residual_rms,polarity_flipped_for_plot
552,1.1320000000000001,0.8310000000000001,1.433,0.07562156672915561,91.51357979311848,0.15176381391893612,-14.999999999998348,0.15920294280345523,0.9298520689273795,8.649127649733142,201,1.0,0.022397577108323873,0.29448790368154926,False
690,1.27,0.969,1.571,0.034305944995146685,99.23461355459602,0.16456818168258047,40.99999999999548,0.06016132886803188,1.1361255211484687,10.32312765642042,201,1.0,0.029733456495209778,0.29552331364384626,False
1079,1.659,1.358,1.96,0.0182465632515846,100.45894261447427,0.1665985781334565,-4.999999999999449,0.177775156805867,0.8652083750879448,8.804757463767476,201,1.0,0.05529607696933775,0.3643067141092605,False
1848,2.428,2.1270000000000002,2.729,0.03802109073020467,84.2791208913161,0.13976636963734013,0.0,0.06593602088192303,0.47955531233167364,10.004773733741917,201,1.0,0.029896343476337996,0.30193561587150014,False
1997,2.577,2.2760000000000002,2.878,0.11308718520421811,82.74734069049,0.13722610396432836,22.999999999997467,0.04024924157008475,1.0436967571097295,9.312821702566678,201,1.0,0.02798121038834883,0.3064503375602093,False
